Altrincham &#39;come & go&#39;|Location is: Unitarian Church|6|11:30:00|12:30:00|Sylvan Grove/Dunham Road, manchester, KS |39.0936111|-97.32138889999999
SHOW ME GROUP 4|Location is: SHOW ME GROUP|1|20:00:00|21:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 4|Location is: SHOW ME GROUP|2|20:00:00|21:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 4|Location is: SHOW ME GROUP|4|20:00:00|21:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 4|Location is: SHOW ME GROUP|5|20:00:00|21:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 4|Location is: SHOW ME GROUP|6|20:00:00|21:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 4|Location is: SHOW ME GROUP|7|20:00:00|21:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 5|Location is: SHOW ME GROUP|3|22:00:00|23:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 5|Location is: SHOW ME GROUP|5|22:00:00|23:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 5|Location is: SHOW ME GROUP|6|22:00:00|23:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
SHOW ME GROUP 5|Location is: SHOW ME GROUP|7|22:00:00|23:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
Show Me 2|Location is: SHOW ME GROUP|1|01:00:00|02:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
Show Me|Location is: SHOW ME GROUP|1|20:00:00|21:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
Show Me 2|Location is: SHOW ME GROUP|2|01:00:00|02:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
Show Me|Location is: SHOW ME GROUP|2|18:00:00|19:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
Show Me 2|Location is: SHOW ME GROUP|3|01:00:00|02:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
Show Me|Location is: SHOW ME GROUP|3|18:00:00|19:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
Show Me 2|Location is: SHOW ME GROUP|4|01:00:00|02:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
Show Me|Location is: SHOW ME GROUP|4|18:00:00|19:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
Show Me 2|Location is: SHOW ME GROUP|5|01:00:00|02:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
Show Me|Location is: SHOW ME GROUP|5|18:00:00|19:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
Show Me 2|Location is: SHOW ME GROUP|6|01:00:00|02:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
Show Me|Location is: SHOW ME GROUP|6|20:00:00|21:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
Show Me 2|Location is: SHOW ME GROUP|7|01:00:00|02:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
Show Me|Location is: SHOW ME GROUP|7|20:00:00|21:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, KS |39.731569|-95.26977299999999
Shirley Group|Location is: Shirley Group|1|20:00:00|21:00:00|Hwy 16, Shirley, KS |39.5711174|-97.44406320000002
FIRST BAPTIST CHURCH OF WINFIELD|Location is: FIRST BAPTIST CHURCH OF WINFIELD|5|19:00:00|20:00:00|3700 E HWY 47, WINFIELD, KS |37.2440365|-96.8495944
Morrilton Group|Location is: Behind Fire station at Cityh Park|2|20:00:00|21:00:00|VFW, 98 Park Drive, Morrilton, KS |39.011902|-98.48424649999998
Morrilton Group|Location is: Behind Fire station at Cityh Park|6|20:00:00|21:00:00|VFW, 98 Park Drive, Morrilton, KS |39.011902|-98.48424649999998
BEST WESTERN HOTEL|Location is: BEST WESTERN HOTEL|4|19:30:00|20:30:00|2875 HWY 100, GRAY SUMMIT, KS |39.489939|-97.85039510000001
DARDENE PRESBYTERIAN CHURCH|Location is: DARDENE PRESBYTERIAN CHURCH|6|20:00:00|21:00:00|700 HWY N, DARDENNE, KS |39.011902|-98.48424649999998
Rockhouse Group Womens Discussion|Location is: Rockhouse Group|7|11:00:00|12:00:00|7415 Hwy 7, Jessieville, KS |39.011902|-98.48424649999998
Parker Group|Location is: Parker Group|5|14:00:00|15:00:00|10816 S. Parker Rd. (Ch bsmt), Parker, KS |38.3283548|-94.99191229999997
Parker Beginners|Location is: Parker Group|5|14:45:00|15:45:00|10816 S. Parker Rd. (Ch bsmt), Parker, KS |38.3283548|-94.99191229999997
As Bill Sees It|Location is: Cherokee Village Town Center|2|19:00:00|20:00:00|SRCH, #2 Cherokee Village Drive (behind the Post Office), Cherokee Village, KS |37.3458874|-94.80885039999998
Introduction into AA|Location is: Cherokee Village Town Center|4|07:00:00|08:00:00|SRCH, #2 Cherokee Village Drive (behind the Post Office), Cherokee Village, KS |37.3458874|-94.80885039999998
Saturday Morning Eye Opener|Location is: Cherokee Village Town Center|7|09:00:00|10:00:00|SRCH, #2 Cherokee Village Drive (behind the Post Office), Cherokee Village, KS |37.3458874|-94.80885039999998
Village Group|Location is: Cherokee Village Town Center|3|19:00:00|20:00:00|SRCH, #2 Cherokee Village Drive (behind the Post Office), Cherokee Village, KS |37.3458874|-94.80885039999998
Carrollton 2|Location is: Carrollton|1|null|N/A|1039 S Stemmons Fwy, Carrollton, KS |39.011902|-98.48424649999998
Carrollton|Location is: Carrollton|1|14:00:00|15:00:00|1039 S Stemmons Fwy, Carrollton, KS |39.011902|-98.48424649999998
Carrollton 2|Location is: Carrollton|2|null|N/A|1039 S Stemmons Fwy, Carrollton, KS |39.011902|-98.48424649999998
Carrollton|Location is: Carrollton|2|14:00:00|15:00:00|1039 S Stemmons Fwy, Carrollton, KS |39.011902|-98.48424649999998
Carrollton 2|Location is: Carrollton|3|null|N/A|1039 S Stemmons Fwy, Carrollton, KS |39.011902|-98.48424649999998
Carrollton|Location is: Carrollton|3|14:00:00|15:00:00|1039 S Stemmons Fwy, Carrollton, KS |39.011902|-98.48424649999998
Carrollton 2|Location is: Carrollton|4|null|N/A|1039 S Stemmons Fwy, Carrollton, KS |39.011902|-98.48424649999998
Carrollton|Location is: Carrollton|4|14:00:00|15:00:00|1039 S Stemmons Fwy, Carrollton, KS |39.011902|-98.48424649999998
Carrollton 2|Location is: Carrollton|5|null|N/A|1039 S Stemmons Fwy, Carrollton, KS |39.011902|-98.48424649999998
Carrollton|Location is: Carrollton|5|14:00:00|15:00:00|1039 S Stemmons Fwy, Carrollton, KS |39.011902|-98.48424649999998
Carrollton 2|Location is: Carrollton|6|null|N/A|1039 S Stemmons Fwy, Carrollton, KS |39.011902|-98.48424649999998
Carrollton|Location is: Carrollton|6|14:00:00|15:00:00|1039 S Stemmons Fwy, Carrollton, KS |39.011902|-98.48424649999998
Carrollton 2|Location is: Carrollton|7|null|N/A|1039 S Stemmons Fwy, Carrollton, KS |39.011902|-98.48424649999998
Carrollton|Location is: Carrollton|7|14:00:00|15:00:00|1039 S Stemmons Fwy, Carrollton, KS |39.011902|-98.48424649999998
Parker Wednesday|Location is: Parker Wednesday|4|14:00:00|15:00:00|19650 E. Main St. (center), Parker, KS |38.3283548|-94.99191229999997
Welcome Group|Location is: Faith Lutheran Church|7|09:00:00|10:00:00|1196 DeSota, Hot Springs Village, KS |39.011902|-98.48424649999998
THE OFFICE|Location is: THE OFFICE|1|10:00:00|11:00:00|2021 Campus Dr., ST CHARLES, KS |39.011902|-98.48424649999998
THE OFFICE 7|Location is: THE OFFICE|1|20:00:00|21:00:00|2021 Campus Dr., ST CHARLES, KS |39.011902|-98.48424649999998
THE OFFICE|Location is: THE OFFICE|2|10:00:00|11:00:00|2021 Campus Dr., ST CHARLES, KS |39.011902|-98.48424649999998
THE OFFICE 7|Location is: THE OFFICE|4|20:00:00|21:00:00|2021 Campus Dr., ST CHARLES, KS |39.011902|-98.48424649999998
THE OFFICE|Location is: THE OFFICE|7|10:00:00|11:00:00|2021 Campus Dr., ST CHARLES, KS |39.011902|-98.48424649999998
THE OFFICE 7|Location is: THE OFFICE|2|20:30:00|21:30:00|2021 Campus Dr., ST CHARLES, KS |39.011902|-98.48424649999998
THE OFFICE 7|Location is: THE OFFICE|3|20:00:00|21:00:00|2021 Campus Dr., ST CHARLES, KS |39.011902|-98.48424649999998
THE OFFICE 7|Location is: THE OFFICE|5|20:00:00|21:00:00|2021 Campus Dr., ST CHARLES, KS |39.011902|-98.48424649999998
THE OFFICE 7|Location is: THE OFFICE|6|20:00:00|21:00:00|2021 Campus Dr., ST CHARLES, KS |39.011902|-98.48424649999998
THE OFFICE 7|Location is: THE OFFICE|7|22:30:00|23:30:00|2021 Campus Dr., ST CHARLES, KS |39.011902|-98.48424649999998
Town North 2|Location is: Farmers Branch Shopping Center|1|null|N/A|229 Farmers Branch Shopping Center, Farmers Branch, KS |39.011902|-98.48424649999998
Town North|Location is: Farmers Branch Shopping Center|1|14:00:00|15:00:00|229 Farmers Branch Shopping Center, Farmers Branch, KS |39.011902|-98.48424649999998
Town North|Location is: Farmers Branch Shopping Center|2|14:00:00|15:00:00|229 Farmers Branch Shopping Center, Farmers Branch, KS |39.011902|-98.48424649999998
Town North|Location is: Farmers Branch Shopping Center|3|14:00:00|15:00:00|229 Farmers Branch Shopping Center, Farmers Branch, KS |39.011902|-98.48424649999998
Town North|Location is: Farmers Branch Shopping Center|4|14:00:00|15:00:00|229 Farmers Branch Shopping Center, Farmers Branch, KS |39.011902|-98.48424649999998
Town North|Location is: Farmers Branch Shopping Center|5|14:00:00|15:00:00|229 Farmers Branch Shopping Center, Farmers Branch, KS |39.011902|-98.48424649999998
Town North|Location is: Farmers Branch Shopping Center|6|14:00:00|15:00:00|229 Farmers Branch Shopping Center, Farmers Branch, KS |39.011902|-98.48424649999998
Town North|Location is: Farmers Branch Shopping Center|7|14:00:00|15:00:00|229 Farmers Branch Shopping Center, Farmers Branch, KS |39.011902|-98.48424649999998
Wylie|Location is: Wylie|1|null|N/A|701 N Highway 78, Wylie, KS |39.011902|-98.48424649999998
DES PERES HOSPITAL|Location is: DES PERES HOSPITAL|7|14:00:00|15:00:00|I-270 AND DOUGHERTY FERRY ROAD, DESPERES, KS |39.011902|-98.48424649999998
The New Beginnings Group|Location is: Federated Church|7|10:00:00|11:00:00|Wintrop Terr. - Rt. 67, WARREN, KS |39.011902|-98.48424649999998
CREVE COEUR GOVT CENTER|Location is: CREVE COEUR GOVT CENTER|1|10:30:00|11:30:00|300 N NEW BALLASS ROAD, CREVE COEUR, KS |39.011902|-98.48424649999998
Centerpoint|Location is: Fellowship Hall|2|20:00:00|21:00:00|CENTERPOINT TX, center_point, KS |39.011902|-98.48424649999998
ST JUSTIN THE MARTYR|Location is: ST JUSTIN THE MARTYR|3|19:00:00|20:00:00|11914 EDDIE AND PARK, SUNSET HILLS, KS |38.9653262|-95.2710558
S.O.S|Location is: Emmanuel Episcopal Church|1|18:30:00|19:30:00|9 Bompart , saint louis, KS |39.011902|-98.48424649999998
GRAND PRAIRIE GROUP|Location is: GRAND PRAIRIE GROUP|1|11:00:00|12:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP|Location is: GRAND PRAIRIE GROUP|2|11:00:00|12:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP|Location is: GRAND PRAIRIE GROUP|3|11:00:00|12:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP|Location is: GRAND PRAIRIE GROUP|4|11:00:00|12:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP|Location is: GRAND PRAIRIE GROUP|5|11:00:00|12:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP|Location is: GRAND PRAIRIE GROUP|6|11:00:00|12:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP|Location is: GRAND PRAIRIE GROUP|7|11:00:00|12:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 2|Location is: GRAND PRAIRIE GROUP|1|16:00:00|17:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 2|Location is: GRAND PRAIRIE GROUP|2|16:00:00|17:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 2|Location is: GRAND PRAIRIE GROUP|3|16:00:00|17:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 2|Location is: GRAND PRAIRIE GROUP|4|16:00:00|17:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 2|Location is: GRAND PRAIRIE GROUP|5|16:00:00|17:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 2|Location is: GRAND PRAIRIE GROUP|6|16:00:00|17:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 2|Location is: GRAND PRAIRIE GROUP|7|16:00:00|17:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 3|Location is: GRAND PRAIRIE GROUP|1|18:00:00|19:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 3|Location is: GRAND PRAIRIE GROUP|2|18:00:00|19:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 3|Location is: GRAND PRAIRIE GROUP|3|18:00:00|19:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 3|Location is: GRAND PRAIRIE GROUP|4|18:00:00|19:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 3|Location is: GRAND PRAIRIE GROUP|5|18:00:00|19:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 3|Location is: GRAND PRAIRIE GROUP|6|18:00:00|19:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 3|Location is: GRAND PRAIRIE GROUP|7|18:00:00|19:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 4|Location is: GRAND PRAIRIE GROUP|1|21:00:00|22:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 4|Location is: GRAND PRAIRIE GROUP|2|21:00:00|22:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 4|Location is: GRAND PRAIRIE GROUP|3|21:00:00|22:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 4|Location is: GRAND PRAIRIE GROUP|4|21:00:00|22:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 4|Location is: GRAND PRAIRIE GROUP|5|21:00:00|22:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 4|Location is: GRAND PRAIRIE GROUP|6|21:00:00|22:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
GRAND PRAIRIE GROUP 4|Location is: GRAND PRAIRIE GROUP|7|21:00:00|22:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, KS |38.5120304|-94.92670470000002
Keystone Group|Location is: Keystone Group|2|20:00:00|21:00:00|Episcopal Church, Jacksonville, KS |39.011902|-98.48424649999998
Keystone Group|Location is: Keystone Group|6|20:00:00|21:00:00|Episcopal Church, Jacksonville, KS |39.011902|-98.48424649999998
Keystone Group|Location is: Keystone Group|4|20:00:00|21:00:00|Episcopal Church, Jacksonville, KS |39.011902|-98.48424649999998
ALANO CLUB 3|Location is: STEPS ALANO CLUB|2|19:00:00|20:00:00|3974 HUMPHREY, ST LOUIS, KS |39.011902|-98.48424649999998
ALANO CLUB 3|Location is: STEPS ALANO CLUB|3|19:00:00|20:00:00|3974 HUMPHREY, ST LOUIS, KS |39.011902|-98.48424649999998
ALANO CLUB 3|Location is: STEPS ALANO CLUB|4|19:00:00|20:00:00|3974 HUMPHREY, ST LOUIS, KS |39.011902|-98.48424649999998
ALANO CLUB 3|Location is: STEPS ALANO CLUB|5|19:00:00|20:00:00|3974 HUMPHREY, ST LOUIS, KS |39.011902|-98.48424649999998
ALANO CLUB 3|Location is: STEPS ALANO CLUB|6|20:00:00|21:00:00|3974 HUMPHREY, ST LOUIS, KS |39.011902|-98.48424649999998
ALANO CLUB 3|Location is: STEPS ALANO CLUB|7|20:30:00|21:30:00|3974 HUMPHREY, ST LOUIS, KS |39.011902|-98.48424649999998
ALANO CLUB 3|Location is: STEPS ALANO CLUB|1|19:00:00|20:00:00|3974 HUMPHREY, ST LOUIS, KS |39.011902|-98.48424649999998
Sherwood Group|Location is: Sylvan Hills First Baptist Church|6|20:00:00|21:00:00|9008 Hwy 107, Sherwood, KS |39.011902|-98.48424649999998
Hopeing & Healing|Location is: Hope House|7|17:30:00|18:30:00|9213 A HWY 107, Sherwood, KS |39.011902|-98.48424649999998
Hope House|Location is: Hope House|3|19:30:00|20:30:00|9213 A HWY 107, Sherwood, KS |39.011902|-98.48424649999998
Hope Group|Location is: Hope House|2|19:00:00|20:00:00|9213 A HWY 107, Sherwood, KS |39.011902|-98.48424649999998
Hope House|Location is: Hope House|7|17:30:00|18:30:00|9213 A HWY 107, Sherwood, KS |39.011902|-98.48424649999998
Brown Bag Lunch Bunch|Location is: Airforce Base Chapel, Room 106|4|12:00:00|13:00:00|Little Rock Airforce Base, Jacksonville, KS |39.011902|-98.48424649999998
Hot Springs AA|Location is: HSAA|4|20:00:00|21:00:00|411 Sellers St, hot_springs_national_park, KS |39.011902|-98.48424649999998
Noon|Location is: HSAA|2|12:00:00|13:00:00|411 Sellers, hot_springs_national_park, KS |39.011902|-98.48424649999998
AA|Location is: Twin Lakes Baptist Church|5|19:00:00|20:00:00|Hwy 290 near Diamond Head, hot_springs_national_park, KS |39.011902|-98.48424649999998
HSAA|Location is: HSAA|6|12:00:00|13:00:00|311 Sellers, hot_springs_national_park, KS |39.011902|-98.48424649999998
16 Delight (Spanish)|Location is: 2659 Pike Ave|1|19:00:00|20:00:00|Pike Plaza Center, North Little Rock, KS |37.4410787|-97.00668480000002
16 Delight (Spanish)|Location is: 2659 Pike Ave|7|19:00:00|20:00:00|Pike Plaza Center, North Little Rock, KS |37.4410787|-97.00668480000002
16 Delight (Spanish)|Location is: 2659 Pike Ave|6|19:00:00|20:00:00|Pike Plaza Center, North Little Rock, KS |37.4410787|-97.00668480000002
16 Delight (Spanish)|Location is: 2659 Pike Ave|5|19:00:00|20:00:00|Pike Plaza Center, North Little Rock, KS |37.4410787|-97.00668480000002
16 Delight (Spanish)|Location is: 2659 Pike Ave|2|19:00:00|20:00:00|Pike Plaza Center, North Little Rock, KS |37.4410787|-97.00668480000002
16 Delight (Spanish)|Location is: 2659 Pike Ave|3|19:00:00|20:00:00|Pike Plaza Center, North Little Rock, KS |37.4410787|-97.00668480000002
Help Home|Location is: Help Home|5|19:00:00|20:00:00|1507 Hangar, Little Rock, KS |37.4410787|-97.00668480000002
Came to Believe|Location is: Oak Forest Methodist Church|4|12:00:00|13:00:00|34th & Fair Park, Little Rock, KS |37.4410787|-97.00668480000002
Gaslight Group|Location is: Baptist Hospital|2|12:00:00|13:00:00|Gilbreath Conference Center, Little Rock, KS |37.4410787|-97.00668480000002
ST ROSE OF LIMA|Location is: ST ROSE OF LIMA|2|19:30:00|20:30:00|504 S 3RF, DESOTO, KS |39.0022696|-95.03503699999999
Together We Can|Location is: Little Rock|3|19:30:00|20:30:00|9th street, little_rock, KS |39.011902|-98.48424649999998
West Fork Group|Location is: Fire Station|4|20:00:00|21:00:00|Off Main, West Fork, KS |39.011902|-98.48424649999998
NEW LIFE GROUP|Location is: NEW FRONTIER COWBOY CHURCH|5|19:30:00|20:30:00|1-20 EXIT TURNER, WILLS POINT, KS |39.011902|-98.48424649999998
Trinity AA|Location is: Holy Trinity Lutheran Church|5|20:00:00|21:00:00|1300 Main St E (Hwy 19 E), New Prague, KS |39.011902|-98.48424649999998
Monday AA Group|Location is: St. Mary's Care Center|2|20:00:00|21:00:00|Winsted, Winsted, KS |39.011902|-98.48424649999998
Dassel AA|Location is: Dassel City Hall|4|19:30:00|20:30:00|No Address, Dassel, KS |39.011902|-98.48424649999998
Dassel AA|Location is: Dassel City Hall|6|19:30:00|20:30:00|No Address, Dassel, KS |39.011902|-98.48424649999998
Happy, Joyous and Free|Location is: St Johns Lutheran Church|5|19:00:00|20:00:00|119 8th Ave W, 8th & Fuller, Shakopee, KS |39.011902|-98.48424649999998
Solution Seekers|Location is: St Johns Lutheran Church|4|19:00:00|20:00:00|119 8th Ave W, 8th & Fuller, Shakopee, KS |39.011902|-98.48424649999998
Oasis AM|Location is: St Johns Lutheran Church|7|09:00:00|10:00:00|119 8th Ave W, 8th & Fuller, Shakopee, KS |39.011902|-98.48424649999998
Daily Reprieve|Location is: Wooddale Church Ent #2|3|18:00:00|19:00:00|6630 Shady Oak Rd Rm 132, Eden Prairie, KS |39.2499744|-96.6666816
Day by Day Group|Location is: Mountain View Correctional|3|19:15:00|20:15:00|Mountain View Correctional Inst, Burnsville, KS |39.011902|-98.48424649999998
Unity Group|Location is: Nettleton Methodist Church|5|20:00:00|21:00:00|2310 Boydson, Jonesboro, KS |39.011902|-98.48424649999998
Eden Valley AA Group|Location is: Assumption Church|2|20:00:00|21:00:00|No Address, Eden Valley, KS |39.011902|-98.48424649999998
Serenity Seekers|Location is: Ridgewood Church|5|19:00:00|20:00:00|4420 Cty Rd 101, Minnetonka, KS |39.011902|-98.48424649999998
Mainstreeters AA Group|Location is: Oak Knoll Lutheran Church|6|12:00:00|13:00:00|600 Hopkins Crossroads, Minnetonka, KS |39.011902|-98.48424649999998
Mainstreeters AA Group|Location is: Oak Knoll Lutheran Church|7|12:00:00|13:00:00|600 Hopkins Crossroads, Minnetonka, KS |39.011902|-98.48424649999998
Mainstreeters AA Group|Location is: Oak Knoll Lutheran Church|3|12:00:00|13:00:00|600 Hopkins Crossroads, Minnetonka, KS |39.011902|-98.48424649999998
Mainstreeters AA Group|Location is: Oak Knoll Lutheran Church|4|12:00:00|13:00:00|600 Hopkins Crossroads, Minnetonka, KS |39.011902|-98.48424649999998
Mainstreeters AA Group|Location is: Oak Knoll Lutheran Church|5|12:00:00|13:00:00|600 Hopkins Crossroads, Minnetonka, KS |39.011902|-98.48424649999998
Colonial Way AA Group|Location is: Colonial Church|3|19:30:00|20:30:00|6200 Colonial Way, South Entrance, Edina, KS |39.011902|-98.48424649999998
Monday Mixed Meeting|Location is: Eagan-Burnsville-Savage Groups|2|18:30:00|19:30:00|3600 Kennebec Dr Suite 6A & B, Eagan, KS |39.011902|-98.48424649999998
Thursday Meeting|Location is: Eagan-Burnsville-Savage Groups|5|20:00:00|21:00:00|3600 Kennebec Dr Suite 6A & B, Eagan, KS |39.011902|-98.48424649999998
Friday Night Meeting|Location is: Eagan-Burnsville-Savage Groups|6|20:00:00|21:00:00|3600 Kennebec Dr Suite 6A & B, Eagan, KS |39.011902|-98.48424649999998
6:30 Monday Night|Location is: Eagan-Burnsville-Savage Groups|2|18:30:00|19:30:00|3600 Kennebec Dr Suite 6A & B, Eagan, KS |39.011902|-98.48424649999998
Tuesday Night Meeting|Location is: Eagan-Burnsville-Savage Groups|3|20:00:00|21:00:00|3600 Kennebec Dr Suite 6A & B, Eagan, KS |39.011902|-98.48424649999998
Monday Night Meeting|Location is: Eagan-Burnsville-Savage Groups|2|20:00:00|21:00:00|3600 Kennebec Dr Suite 6A & B, Eagan, KS |39.011902|-98.48424649999998
Sunday Men's Meeting|Location is: Eagan-Burnsville-Savage Groups|1|18:30:00|19:30:00|3600 Kennebec Dr Suite 6A & B, Eagan, KS |39.011902|-98.48424649999998
Friday 6:30pm Mtg|Location is: Eagan-Burnsville-Savage Groups|6|18:30:00|19:30:00|3600 Kennebec Dr Suite 6A & B, Eagan, KS |39.011902|-98.48424649999998
Tuesday Big Book Study|Location is: Eagan-Burnsville-Savage Groups|3|18:30:00|19:30:00|3600 Kennebec Dr Suite 6A & B, Eagan, KS |39.011902|-98.48424649999998
Saturday Night Speaker Mtg|Location is: Eagan-Burnsville-Savage Groups|7|20:00:00|21:00:00|3600 Kennebec Dr Suite 6A & B, Eagan, KS |39.011902|-98.48424649999998
Eagan Burnsville Savage Groups|Location is: Eagan-Burnsville-Savage Groups|4|12:00:00|13:00:00|3600 Kennebec Dr Suite 6A & B, Eagan, KS |39.011902|-98.48424649999998
Medina AA Group|Location is: St. Edward Episcopal Church|3|19:30:00|20:30:00|865 Ferndale Rd N/County Rd 6, Wayzata, KS |39.011902|-98.48424649999998
Happy Destiny AA Group|Location is: Hope Presbyterian Church|3|19:30:00|20:30:00|7132 Portland Ave S, Richfield, KS |37.2661342|-101.78238859999999
Hope AA Group|Location is: Hope Presbyterian Church|2|19:30:00|20:30:00|7132 Portland Ave, Richfield, KS |37.2661342|-101.78238859999999
Still Living in the Solution|Location is: Messiah United Methodist Church|6|19:30:00|20:30:00|17805 County Rd 6, Plymouth, KS |38.4120008|-96.33268809999998
CALL TO RECOVERY|Location is: LEAGUEVILLE BAPTIST CHURCH|2|19:00:00|20:00:00|12081 FM 317, MURCHISON, KS |39.011902|-98.48424649999998
Truth is Happiness|Location is: Knights of Columbus Hall|1|19:30:00|20:30:00|Northeast St., Medina, KS |39.07833460000001|-95.4246541
Serenity Wed 9:30AM Edina Mtg|Location is: Good Shepard Lutheran Church|4|09:30:00|10:30:00|48th & France Ave S, Edina, KS |39.011902|-98.48424649999998
Women's Serenity Meeting|Location is: Lutheran Church of the Good Shepherd|5|10:00:00|11:00:00|48th & France Ave S, Minneapolis, Southwest, KS |39.011902|-98.48424649999998
